site_id,pga
30,0.5
22,0.5
7,0.5
31,0.4
15,0.4
40,0.4
8,0.4
6,0.4
29,0.4
50,0.4
18,0.4
38,0.4
48,0.4
10,0.4
43,0.4
49,0.4
45,0.4
2,0.4
34,0.4
28,0.4
20,0.4
42,0.4
39,0.4
41,0.4
47,0.4
4,0.4
16,0.4
19,0.4
24,0.4
14,0.4
25,0.4
21,0.4
37,0.4
36,0.4
9,0.4
35,0.4
13,0.4
44,0.4
11,0.4
23,0.3
46,0.3
12,0.3
3,0.3
33,0.3
32,0.3
27,0.3
26,0.3
5,0.3
17,0.3
